title,year,country,director,genre,imdb_id
Энеа (фильм),2023,Италия,Пьетро Кастеллитто,драма,tt27219440
Эндшпиль: план глобального порабощения,2007,США,Алекс Джонс,документальный,tt1135489
Энди и воздушные рейнджеры,1988,США,Дебора Брок,"приключенческий фильм, фэнтези, фантастика",tt0094655
"Энджи (фильм, 1994)",1994,США,Марта Кулидж,"мелодрама, кинокомедия",tt0109129
Эмпайр-стейт,2013,США,Дито Монтиель,"боевик, драма",tt2171867
Эмпайр,1964,США,Энди Уорхол,"документальный фильм, немое кино",tt0196530
Эмос и Эндрю,1993,США,И. Макс Фрай,комедия,tt0106266
Эммануэль в Америке,1977,Италия,Джо д’Амато,"эротика, с элементами, порнографии",tt0074473
Эммануэль 7,1993,Франция,Франсис Леруа,"эротика, драма",tt0160245
Эммануэль 6,1988,Франция,"Жан Роллен, Брюно Зинкон","эротический фильм, мелодрама",tt0095094
Эммануэль 5,1987,Франция,"Стив Барнетт, Валериан Боровчик",эротика,tt0092962
Эммануэль 4,1984,Франция,Франсис Леруа,эротика,tt0085486
Эммануэль 2,1975,Франция,Франсис Джакобетти,"эротическая, драма",tt0072933
"Эммануэль (фильм, 2024)",2024,Франция,Одри Диван,эротика,tt20247888
"Эммануэль (фильм, 1974)",1974,Франция,Жюст Жакен,"эротика, с элементами, порнографии, мелодрама",tt0071464
"Эмма (фильм, 2020)",2020,Великобритания,Отем де Уайлд,"историческая, романтическая, комедийная драма",tt9214832
"Эмма (фильм, 1948)",1948,Великобритания,Майкл Барри,"драма, мелодрама",tt0497612
Эмма (фильм Диармайда Лоуренса),Нет данных,Великобритания,Диармайд Лоуренс,"кинокомедия, любовная история",tt0118308
Эмма (фильм Дугласа Макграта),1996,"Великобритания, США",Дуглас Макграт,романтическая кинокомедия,tt0116191
Эмиссар заграничного центра,1979,СССР,Василе Брескану,приключения,tt13658072
Эмилия Перес,2024,Франция,Жак Одиар,"музыкальный фильм, комедия, ЛГБТ-фильм, криминальный фильм, драма",tt20221436
Эмилия Мюллер (фильм),1994,Франция,Ивон Марсиано,комедия,tt0179167
Эмигранты (фильм),1971,Швеция,Ян Труэль,драма,tt0067919
Эмили (фильм),2022,Великобритания,Фрэнсис О’Коннор,"биографический фильм, драма, исторический фильм",tt12374656
"Эмигранты (фильм, 2021)",2021,Швеция,Эрик Поппе,драма,tt4697290
Эмигрант (фильм),1973,"Италия, Испания, ФРГ",Паскуале Феста Кампаниле,комедия,tt0070028
Эми (фильм),2015,Великобритания,Асиф Кападия,"документальный, музыкальный, биографический",tt2870648
Эме и Ягуар,1999,Германия,Макс Фербербёк,драма,tt0130444
